dummy_id,term,stu_lvl,stu_type,college_1,deg_1,major_1_code,major_1,minor_1a,minor_1b,conc_1a,conc_1b,conc_1c,college_2,deg_2,major_2_code,major_2,minor_2a,minor_2b,conc_2a,conc_2b,conc_2c
289,201950,UG,C,PS,BS,HNS,Nutrition Science,PHC,,,,,LA,BA,CHE,Chemistry,,,,,
303,201950,UG,C,LA,BS,PSYC,Psychology,,,,,,PS,BS,CJC,Criminal Justice & Criminology,,,,,
306,201950,UG,C,PS,BS,TTM,Travel and Tourism Management,,,TTM2,,,LA,BA,PSY,Psychology,,,,,
311,201950,UG,C,BU,BS,MGT,Management,,,,,,BU,BS,AAM,Aviation & Aerospace Mgt,,,,,
313,201950,UG,H,LA,BM,MUS,Music,,,MPR5,,,LA,BA,ART,Art,,,,,
316,201950,UG,C,PS,BS,ASC,Aviation and Aerospace Science,,,,,,LA,BA,MDL,Modern Languages,,,MDL7,,
321,201950,UG,Q,LA,BS,CS,Computer Science,MTH,,,,,LA,BS,CS,Computer Science,,,,,
326,201950,UG,T,LA,BS,ENV,Environmental Science,,,ENV5,,,PS,BA,DANC,Dance,,,,,
328,201950,UG,C,BU,BA,ENT,Entrepreneurship,,,,,,BU,BA,ENT,Entrepreneurship,CJC,,,,
337,201950,UG,C,LA,BS,BIO,Biology,,,,,,LA,BA,CHE,Chemistry,,,,,
340,201950,UG,T,LA,BA,PHI,Philosophy,,,,,,LA,BS,PSYC,Psychology,,,,,
342,201950,UG,T,LA,BS,CS,Computer Science,,,,,,LA,BS,CS,Computer Science,,,,,
17,202030,UG,C,LA,BS,CS,Computer Science,MTH,,,,,LA,BS,CS,Computer Science,,,,,
59,202030,UG,C,LA,BS,PSYC,Psychology,,,,,,LA,BA,COMS,Communication Studies,,,,,
62,202030,UG,R,PS,BS,ASC,Aviation and Aerospace Science,,,ASC2,,,PS,BS,ASC,Aviation and Aerospace Science,,,ASC2,,
95,202030,UG,C,PS,BS,HSP,Human Services,,,HS11,,,PS,BS,HSP,Human Services,,,HS11,,
140,202030,UG,R,LA,BA,PSY,Psychology,,,,,,LA,BA,HIS,History,,,,,
155,202030,UG,C,LA,BA,HIS,History,,,,,,BU,BS,CIN,Computer Information Systems,,,CIN3,,
159,202030,UG,C,LA,BA,BIO,Biology,,,,,,PS,BS,CJC,Criminal Justice & Criminology,,,,,
161,202030,UG,C,LA,BS,PSYC,Psychology,,,,,,LA,BA,PHI,Philosophy,,,,,
186,202030,UG,C,LA,BA,MUS,Music,,,,,,LA,BS,PSYC,Psychology,,,PSY8,,
189,202030,UG,C,LA,BS,PSYC,Psychology,,,,,,LA,BA,PHI,Philosophy,,,,,
192,202030,UG,C,LA,BA,MDL,Modern Languages,GER,,,,,PS,BS,IHC,Integrative Health Care,,,IHC4,,
205,202030,UG,C,LA,BA,BIO,Biology,,,,,,LA,BS,PSYC,Psychology,,,,,
218,202030,UG,C,LA,BA,HDV,Human Development,PSY,,HDV1,,,PS,BS,IHC,Integrative Health Care,,,,,
222,202030,UG,C,LA,BS,PSYC,Psychology,,,,,,LA,BA,PSY,Psychology,,,,,
228,202030,UG,C,BU,BS,MGT,Management,MUS,,MG10,,,LA,BA,THE,Theatre,,,,,
229,202030,UG,C,BU,BS,FIN,Finance,,,FI14,,,LA,BA,HIS,History,,,,,
235,202030,UG,C,PS,BS,CJC,Criminal Justice & Criminology,,,,,,PS,BS,CJC,Criminal Justice & Criminology,,,,,
252,202030,UG,C,LA,BS,ENV,Environmental Science,,,ENV3,,,LA,BA,MDL,Modern Languages,,,MDL7,,
253,202030,UG,R,LA,BS,PSYC,Psychology,,,,,,LA,BA,CHE,Chemistry,,,,,
258,202030,UG,C,LA,BM,MUS,Music,,,MPR9,,,LA,BA,MUS,Music,,,MUS1,,
274,202030,UG,C,LA,BS,PSYC,Psychology,,,PSY8,,,LA,BA,PSY,Psychology,,,,,
281,202030,UG,C,LA,BME,MED,Music Education,,,,,,LA,BM,MUS,Music,,,MPR6,,
282,202030,UG,C,BU,BS,MKT,Marketing,,,,,,PS,BS,CET,Civil Engineering Technology,,,,,
292,202030,UG,C,BU,BS,ACC,Accounting,,,,,,BU,BS,ACC,Accounting,,,,,
294,202030,UG,C,PS,BS,SWK,Social Work,,,,,,PS,BS,SWK,Social Work,,,,,
299,202030,UG,C,PS,BS,CJC,Criminal Justice & Criminology,SOC,,,,,LA,BA,PSC,Political Science,,,,,
326,202030,UG,C,PS,BA,DANC,Dance,ENS,,,,,PS,BA,DANC,Dance,,,,,
332,202030,UG,C,LA,BA,MUS,Music,,,DME2,,,LA,BA,MUS,Music,,,DME3,,
334,202030,UG,C,LA,BM,MUS,Music,,,MPR5,,,LA,BS,BCHM,Biochemistry,,,,,
336,202030,UG,C,PS,BS,EET,Electrical Engineering Tech,MUS,,,,,LA,BM,MUS,Music,,,MP10,,
337,202030,UG,C,LA,BS,CHE,Chemistry,BIO,,,,,LA,BA,CHE,Chemistry,,,,,
338,202030,UG,T,PS,BS,TWE,Technical Writing & Editing,,,,,,LA,BA,ENG,English,,,,,
339,202030,UG,C,LA,BA,GWS,Gndr Women Sexualities Studies,DMC,,,,,LA,BS,BIO,Biology,,,,,
341,202030,UG,C,LA,BS,PSYC,Psychology,,,,,,LA,BA,BIO,Biology,,,,,
10,202050,UG,C,LA,BA,PSY,Psychology,SOC,,,,,LA,BS,PSYC,Psychology,,,,,
79,202050,UG,C,LA,BA,PHI,Philosophy,,,,,,LA,BS,MTH,Mathematics,,,MTS4,,
115,202050,UG,C,LA,BS,BIO,Biology,,,,,,LA,BA,PSC,Political Science,,,,,
120,202050,UG,C,PS,BS,ASC,Aviation and Aerospace Science,ANT,,ASC2,,,LA,BA,ENG,English,,,ENG2,,
179,202050,UG,C,LA,BA,HIS,History,,,,,,PS,BS,EXS,Exercise Science,,,,,
190,202050,UG,C,PS,BS,TTM,Travel and Tourism Management,,,TTM1,,,LA,BA,ENG,English,,,ENG2,,
191,202050,UG,R,LA,BS,CS,Computer Science,,,,,,LA,BS,CS,Computer Science,,,,,
208,202050,UG,C,PS,BS,SWK,Social Work,,,,,,LA,BA,CHS,Chicano Studies,,,CHS3,,
226,202050,UG,C,LA,BS,GSS,Geospatial Sciences,,,,,,LA,BA,BIO,Biology,,,,,
232,202050,UG,C,LA,BME,MED,Music Education,,,,,,LA,BM,MUS,Music,,,MPR1,,
238,202050,UG,C,LA,BA,THE,Theatre,,,,,,BU,BS,ACC,Accounting,,,,,
246,202050,UG,C,ED,BA,EDU,Elementary Education,,,EDU3,,,PS,BS,HCM,Health Care Management,,,,,
265,202050,UG,A,PS,BS,UNN,Undeclared Nursing Interest,,,,,,LA,BS,BIO,Biology,,,,,
267,202050,UG,C,LA,BS,PSYC,Psychology,SWK,,,,,LA,BS,PSYC,Psychology,,,,,
272,202050,UG,C,LA,BME,MED,Music Education,,,,,,LA,BM,MUS,Music,,,MPR1,,
275,202050,UG,C,LA,BA,HIS,History,MUS,,,,,PS,BS,CJC,Criminal Justice & Criminology,,,,,
285,202050,UG,T,LA,BA,PSC,Political Science,,,,,,LA,BS,ENV,Environmental Science,,,ENV5,,
288,202050,UG,C,LA,BS,BIO,Biology,SPA,,,,,LA,BA,MDL,Modern Languages,,,MDL7,,
290,202050,UG,C,LA,BS,PSYC,Psychology,,,,,,LA,BA,HDFS,Human Dev. and Family Studies,,,,,
291,202050,UG,C,BU,BS,IBM,International Business,,,,,,LA,BA,MDL,Modern Languages,ITA,,MDL7,,
304,202050,UG,C,PS,BS,UNN,Undeclared Nursing Interest,,,,,,LA,BA,PSY,Psychology,,,,,
310,202050,UG,C,LA,BFA,THE,Theatre,,,THE2,,,LA,BA,THE,Theatre,,,,,
318,202050,UG,C,LA,BME,MED,Music Education,,,,,,LA,BM,MUS,Music,,,MPR7,,
319,202050,UG,C,LA,BA,ENG,English,SPA,,ENG9,,,LA,BM,MUS,Music,,,MPR7,,
320,202050,UG,C,PS,BS,ASC,Aviation and Aerospace Science,,,,,,PS,BS,ASC,Aviation and Aerospace Science,,,,,
323,202050,UG,C,LA,BA,MDL,Modern Languages,,,MDL7,,,LA,BS,PSYC,Psychology,,,PSY8,,
324,202050,UG,T,ED,BS,UNED,"Education, Undeclared",,,,,,ED,BS,UNED,"Education, Undeclared",,,,,
325,202050,UG,C,LA,BME,MED,Music Education,,,,,,LA,BM,MUS,Music,,,MPR2,,
331,202050,UG,T,PS,BS,HCM,Health Care Management,,,,,,PS,BS,HCPS,Health Care Professional Srvcs,,,,,
333,202050,UG,Q,LA,BS,PHY,Physics,,,,,,LA,BS,PHY,Physics,,,,,
343,202050,UG,Q,PS,BA,SM,Sport Management,,,,,,BU,BS,MKT,Marketing,,,,,
344,202050,UG,C,LA,BS,PSYC,Psychology,,,,,,LA,BA,LIN,Linguistics,,,,,
346,202050,UG,T,PS,BS,EXS,Exercise Science,,,,,,LA,BA,ENG,English,,,ENG2,,
347,202050,UG,H,BU,BA,ENT,Entrepreneurship,MKT,,,,,BU,BA,ENT,Entrepreneurship,,,,,
348,202050,UG,A,PS,BS,VP,Video Production,,,,,,PS,BS,VP,Video Production,,,,,
349,202050,UG,T,PS,BS,CJC,Criminal Justice & Criminology,,,,,,LA,BS,PSYC,Psychology,,,PSY8,,
350,202050,UG,C,LA,BA,PSC,Political Science,,,,,,LA,BS,PSYC,Psychology,,,,,
351,202050,UG,T,PS,BA,SLHS,"Speech, Lang, Hearing Sciences",,,,,,LA,BS,BIO,Biology,,,,,
12,202130,UG,R,BU,BA,ECO,Economics,,,,,,LA,BS,PSYC,Psychology,,,,,
14,202130,UG,C,LA,BS,IDP,Individualized Degree Program,,,,,,LA,BS,IDP,Individualized Degree Program,,,,,
124,202130,UG,C,LA,BS,PSYC,Psychology,,,,,,LA,BA,ENG,English,,,,,
135,202130,UG,C,LA,BME,MED,Music Education,,,,,,LA,BM,MUS,Music,,MPR7,,,
164,202130,UG,R,LA,BS,BIO,Biology,STAT,,,,,LA,BA,HIS,History,,,,,
168,202130,UG,C,ED,BA,SED,Special Education,,,SED3,,,LA,BS,MTH,Mathematics,,MTS6,,,
215,202130,UG,C,LA,BS,PSYC,Psychology,,,,,,LA,BA,HDFS,Human Dev. and Family Studies,,,,,
221,202130,UG,C,LA,BA,AFS,Africana Studies,,,,,,LA,BA,HDFS,Human Dev. and Family Studies,,,,,
234,202130,UG,C,LA,BS,BIO,Biology,HIS,,,,,LA,BA,HIS,History,,,,,
248,202130,UG,C,LA,BS,BIO,Biology,CHE,,,,,LA,BA,CHE,Chemistry,,,,,
268,202130,UG,C,PS,BS,PR,Public Relations,,,,,,PS,BA,SM,Sport Management,,,,,
293,202130,UG,R,LA,BS,CS,Computer Science,MTH,,,,,PS,BS,CPE,Computer Engineering,,,,,
300,202130,UG,C,LA,BS,PSYC,Psychology,,,PSY8,,,LA,BA,HDFS,Human Dev. and Family Studies,,,,,
302,202130,UG,C,LA,BA,HDFS,Human Dev. and Family Studies,RHET,,,,,LA,BA,HDFS,Human Dev. and Family Studies,,,,,
305,202130,UG,C,BU,BS,ACC,Accounting,,,,,,LA,BA,MDL,Modern Languages,,MDL7,,,
309,202130,UG,R,PS,BS,ASC,Aviation and Aerospace Science,,,,,,PS,BS,ASC,Aviation and Aerospace Science,,ASC2,,,
312,202130,UG,R,LA,BS,BIO,Biology,,,,,,BU,BA,ENT,Entrepreneurship,,,,,
315,202130,UG,C,LA,BS,ENV,Environmental Science,,,ENV3,,,LA,BA,BIO,Biology,,,,,
327,202130,UG,C,LA,BME,MED,Music Education,,,,,,LA,BM,MUS,Music,,MPR9,,,
330,202130,UG,C,BU,BS,MKT,Marketing,,,,,,BU,BS,IBM,International Business,,,,,
335,202130,UG,C,LA,BM,MUS,Music,,,MPR6,,,LA,BME,MED,Music Education,,,,,
345,202130,UG,C,BU,BS,MGT,Management,,,,,,BU,BS,FIN,Finance,,,,,
352,202130,UG,T,LA,BA,ART,Art,,,,,,PS,BS,LSM,Lifestyle Medicine,,,,,
