PIDM,TERM_CODE,STUDENT_LEVEL,DEGREE_CODE_1,DEGREE_DESC_1,COLLEGE_CODE_1,COLLEGE_DESC_1,DEPT_CODE_1,DEPT_DESC_1,MAJOR_CODE_1,MAJOR_DESC_1,DEGREE_CODE_2,DEGREE_DESC_2,DEPT_CODE_2,DEPT_DESC_2,COLLEGE_CODE_2,COLLEGE_DESC_2,MAJOR_CODE_2,MAJOR_DESC_2
1054961,202050,UG,BS,Bachelor of Science,SH,School of Hospitality,HTL,DimondDeptHotelMgmt,RST,Restaurant Management,CERT,Certificate Program,HTL,DimondDeptHotelMgmt,SH,School of Hospitality,CBM,Certificate-Beverage Managemnt
1055233,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MGT,Management,BU,College of Business,CEP,Certificate-Entrepreneurship
1055797,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,THAD,Theatre and Dance,THE,Theatre,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1056216,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,EAS,Earth and Atmospheric Sciences,GSS,Geospatial Sciences,CERT,Certificate Program,EAS,Earth and Atmospheric Sciences,LA,College Letters Arts Sciences,CGIS,Certificate-Geographic Info Sy
1056410,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,CHEM,Chemistry and Biochemistry,CHE,Chemistry,BA,Bachelor of Arts,MDL,Modern Languages,LA,College Letters Arts Sciences,MDL,Modern Languages
1057121,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CUAC,Certificate-Unmann Aircraft Sy
1058278,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,HSC,Human Services and Counseling,HSP,Human Services,CERT,Certificate Program,HSC,Human Services and Counseling,PS,College of Health and Applied Science,CNPS,Certificate-Nonprofit Studies
1058718,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,BIO,Biology,BIO,Biology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1059601,202050,UG,BA,Bachelor of Arts,PS,College of Health and Applied Science,SLHS,"Speech, Language, Hearing Sci",SLH,Speech Lang & Hearing Science,CERT,Certificate Program,SLHS,"Speech, Language, Hearing Sci",PS,College of Health and Applied Science,PSCL,PCert-Speech-Lang Pathlgy Asst
1059852,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,SWK,Social Work,SWK,Social Work,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1059856,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,MSW,Master of Social Work,SWK,Social Work,PS,College of Health and Applied Science,SWKM,Social Work - MSW
1060196,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,MET,Mechanical Engineering Tech,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CSC,Certificate-Space Commercltzn
1060697,202050,UG,UNDD,Undeclared Degree,LA,College Letters Arts Sciences,IDP,Individual Degree Program All,UNID,Undeclared IDP,CERT,Certificate Program,HTL,DimondDeptHotelMgmt,SH,School of Hospitality,CBM,Certificate-Beverage Managemnt
1061943,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1063248,202050,UG,BS,Bachelor of Science,BU,College of Business,MGT,Management,MGT,Management,BA,Bachelor of Arts,MGT,Management,BU,College of Business,ENT,Entrepreneurship
1064061,202050,UG,BA,Bachelor of Arts,BU,College of Business,MGT,Management,ENT,Entrepreneurship,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CDM,Certificate-Digital Marketing
1064933,202050,UG,BA,Bachelor of Arts,ED,School of Education,TED1,Elementary Education &Literacy,EDU,Elementary Education,BS,Bachelor of Science,HEP,Health Professions,PS,College of Health and Applied Science,HCM,Health Care Management
1065116,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1065310,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1065522,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,HDFS,Human Dev. and Family Studies,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1065995,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1066078,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BA,Bachelor of Arts,PSY,Psychology,LA,College Letters Arts Sciences,PSY,Psychology
1068069,202050,GR,MS,Master of Science,PS,College of Health and Applied Science,CJC,Criminal Justice & Criminology,CYBM,Cybersecurity - MS,BS,Bachelor of Science,CJC,Criminal Justice & Criminology,PS,College of Health and Applied Science,CJC,Criminal Justice & Criminology
1069884,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,HEP,Health Professions,IHC,Integrative Health Care,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1069894,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,EAS,Earth and Atmospheric Sciences,ENV,Environmental Science,BA,Bachelor of Arts,MDL,Modern Languages,LA,College Letters Arts Sciences,MDL,Modern Languages
1070530,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1070949,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,BA,Bachelor of Arts,CHEM,Chemistry and Biochemistry,LA,College Letters Arts Sciences,CHE,Chemistry
1071431,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,BIO,Biology,BIO,Biology,CERT,Certificate Program,EAS,Earth and Atmospheric Sciences,LA,College Letters Arts Sciences,CGIS,Certificate-Geographic Info Sy
1071695,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1073037,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,SLHS,"Speech, Language, Hearing Sci",PS,College of Health and Applied Science,CSS,Certificate-SLHS-Leveling
1073554,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1073599,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1073665,202050,UG,BM,Bachelor of Music,LA,College Letters Arts Sciences,MUS,Music,MUS,Music,BA,Bachelor of Arts,MUS,Music,LA,College Letters Arts Sciences,MUS,Music
1074120,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1075222,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1075453,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1076286,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1076625,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1077203,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1077304,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,BA,Bachelor of Arts,ART,Art,LA,College Letters Arts Sciences,ARTH,"ArtHistory,Theory&Criticism"
1077443,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1077916,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1078540,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,LA,College Letters Arts Sciences,SWK,Social Work
1078810,202050,GR,MS,Master of Science,PS,College of Health and Applied Science,NUT,Nutrition,NUTM,Human Nutrition & Dietetics-MS,BS,Bachelor of Science,NUT,Nutrition,PS,College of Health and Applied Science,HND,Human Nutrition - Dietetics
1078891,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,HSC,Human Services and Counseling,FERA,Fire & Emergency Response Adm,BA,Bachelor of Arts,ENG,English,LA,College Letters Arts Sciences,LIN,Linguistics
1079737,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,BA,Bachelor of Arts,PHI,Philosophy,LA,College Letters Arts Sciences,PHI,Philosophy
1079776,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,CJC,Criminal Justice & Criminology,CJC,Criminal Justice & Criminology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1079834,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWMO,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1079991,202050,UG,BA,Bachelor of Arts,PS,College of Health and Applied Science,SLHS,"Speech, Language, Hearing Sci",SLH,Speech Lang & Hearing Science,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1080810,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,MDL,Modern Languages,MDL,Modern Languages,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
1080878,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1081303,202050,UG,BS,Bachelor of Science,SH,School of Hospitality,HTL,DimondDeptHotelMgmt,BRWO,Brewery Operations,BA,Bachelor of Arts,BIO,Biology,LA,College Letters Arts Sciences,BIO,Biology
1081687,202050,UG,BS,Bachelor of Science,BU,College of Business,MGT,Management,IBM,International Business,BS,Bachelor of Science,BUS,College of Business,BU,College of Business,IBM,International Business
1082756,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,NUR,Nursing,UNN,Undeclared Nursing Interest,BS,Bachelor of Science,BIO,Biology,LA,College Letters Arts Sciences,BIO,Biology
1082831,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSY,Psychology,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1083618,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,PSYC,Psychological Sciences,PSYC,Psychology,BS,Bachelor of Science,PSYC,Psychological Sciences,LA,College Letters Arts Sciences,PSYC,Psychology
1084306,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,HSC,Human Services and Counseling,HSP,Human Services,CERT,Certificate Program,HSC,Human Services and Counseling,PS,College of Health and Applied Science,CHY,Certificate-High Risk Youth
1084325,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,EAS,Earth and Atmospheric Sciences,GEG,Geography,CERT,Certificate Program,EAS,Earth and Atmospheric Sciences,LA,College Letters Arts Sciences,CGIS,Certificate-Geographic Info Sy
1084843,202050,UG,BME,Bachelor of Music Education,LA,College Letters Arts Sciences,MUS,Music,MED,Music Education,BS,Bachelor of Science,M&CS,Math and Computer Science,LA,College Letters Arts Sciences,MTH,Mathematics
1085053,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1085400,202050,GR,MSW,Master of Social Work,PS,College of Health and Applied Science,SWK,Social Work,SWKM,Social Work - MSW,BS,Bachelor of Science,SWK,Social Work,PS,College of Health and Applied Science,SWK,Social Work
1085450,202050,UG,BS,Bachelor of Science,BU,College of Business,MKT,Marketing,MKT,Marketing,CERT,Certificate Program,MKT,Marketing,BU,College of Business,CSA,Certificate - Sales
1086336,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AVS,Aviation & Aerospace Science,ASC,Aviation and Aerospace Science,CERT,Certificate Program,AVS,Aviation & Aerospace Science,PS,College of Health and Applied Science,CAMG,Certificate-Airport Management
1086364,202050,GR,MPACC,Master of Prof Accountancy,BU,College of Business,ACC,Accounting,ACCM,Professional Accountancy,BS,Bachelor of Science,ACC,Accounting,BU,College of Business,ACC,Accounting
1086517,202050,GR,MS,Master of Science,PS,College of Health and Applied Science,CJC,Criminal Justice & Criminology,CYBM,Cybersecurity - MS,BA,Bachelor of Arts,PSYC,Psychological Sciences,LA,College Letters Arts Sciences,PSY,Psychology
1086586,202050,UG,BME,Bachelor of Music Education,LA,College Letters Arts Sciences,MUS,Music,MED,Music Education,BM,Bachelor of Music,MUS,Music,LA,College Letters Arts Sciences,MUS,Music
1086600,202050,UG,BS,Bachelor of Science,BU,College of Business,MGT,Management,MGT,Management,BA,Bachelor of Arts,PSYC,Psychological Sciences,LA,College Letters Arts Sciences,PSY,Psychology
1086698,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,AMSI,Ad. Manufng. Sci. Inst.,AMS,Advncd Manufacturing Sciences,CERT,Certificate Program,EAET,Engineering & Engineering Tech,PS,College of Health and Applied Science,CAME,Certificate-AdditiveMfgEngneer
1087795,202050,UG,BA,Bachelor of Arts,LA,College Letters Arts Sciences,HIS,History,HIS,History,BS,Bachelor of Science,CJC,Criminal Justice & Criminology,PS,College of Health and Applied Science,CJC,Criminal Justice & Criminology
1087884,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,NUR,Nursing,UNN,Undeclared Nursing Interest,BS,Bachelor of Science,HEP,Health Professions,PS,College of Health and Applied Science,HCPS,Health Care Professional Srvcs
1088229,202050,UG,BS,Bachelor of Science,LA,College Letters Arts Sciences,EAS,Earth and Atmospheric Sciences,GELA,Applied Geology,BA,Bachelor of Arts,ECO,Economics,BU,College of Business,ECO,Economics
1088281,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,EAET,Engineering & Engineering Tech,CET,Civil Engineering Technology,CERT,Certificate Program,OWOW,One World One Water,PS,College of Health and Applied Science,CWS,Certificate-Water Studies
1088867,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,CJC,Criminal Justice & Criminology,CJC,Criminal Justice & Criminology,BA,Bachelor of Arts,SOAN,Sociology and Anthropology,LA,College Letters Arts Sciences,SOC,Sociology
1088957,202050,UG,BS,Bachelor of Science,PS,College of Health and Applied Science,CJC,Criminal Justice & Criminology,CJC,Criminal Justice & Criminology,CERT,Certificate Program,MDL,Modern Languages,LA,College Letters Arts Sciences,CST,Certificate-Span Transltn Prog
